,document,label
1227,"아 ...장난함? ㅡ,ㅡ영화만든뜻은 알겠는데 제발 이렇게 영화 만들지 말자",0
1228,첨에는괜찮다햇지만나중에는이게뭔가햇던드라마..첨으로잠오는드라마,0
1229,와우!,1
1230,"리메이크가 아닌, 패러디영화",0
1231,시즌1부터 열혈시청자...현실성있어 너무재밌어요ㅠㅠ,1
1232,2시간이 좀 넘지만 너무 아쉽네요... 빠른 전개 ㅠㅠ,1
1233,왜 0점이없는것이냐 ? OOOO 나이거보는도중에 티비뽀삿다 ㅡㅡ 뱀 지하철뭐냐? 개재미없네,0
1234,내네네네 좋어요좋아요 꿀잼,1
1235,전라도에서 실제로 빈번하게 일어난다는게 소름이네..,1
1236,저 아주 옛날 이영화 다시 보고 싶어요.,1
1237,진정한 국뽕영화 이게 평점이 7점대 ? 웃음만 나온다,0
1238,송옥숙씨 나와서 믿고 봤는데.. 따뜻한 가족드라마 본단 생각에 기대도 되고 처음엔 신선하게 드라마 기다리면서 시청했습니다..근데 갈수록 꼬이면서 답답하기만하고.. 이쯤에서 답답함이 가시겠지 하면서 그대로..아예 중반쯤 넘어서부터 볼까합니다..아쉬워요,0
1239,재미없다.,0
1240,평범한 영화. 예상밖의 전개나 반전은 없다. 단순한 스토리 라인에 편하게 볼 수 있는 영화,0
1241,평점이 너무 낮다..진짜 재밌게봤는데,1
1242,도로에서 사람들이 범인을 추적하는 장면 황당무계의 극치,0
1243,이거 아이들과 함께 보다가 낮뜨겁고 열받아서 한글자 적습니다. 아까 쓴 글 지운거 같은데 일본에선 19세 이상만 볼수있는 성인만화 짱구를 굳이 가져오는 이유가 뭔가요???? 이거 학부모가 보여주기 싫은 만화 1위에 뽑힌거 알긴 아냐????,0
1244,오인혜 몸매만 훌륭함..ㅋ,0
1245,오..이런게 있었네,1
1246,이미숙나오는스캔들과 비슷한 설정... 아네트베닝의 섹시함,1
1247,우아~애니메이션이 이렇게 재미없기도 힘든데 정말 대단하다...쓰레기다 진짜....,0
1248,감독의 말솜씨가 조금만 뛰어났더라면 영화의 색깔이 많이 달라졌을 텐데..,0
1249,개인적으로 ost가 좋아서,1
1250,복수극을보고나면 속이 후련한맛도있어야되는데이건 보는내내 찝찝함을 떨쳐버릴수가없었어요,0
1251,커트러셀 주면이 돋보이는 고전급 액션좋아요,1
1252,로잼이다ㄱㄱㄷ싖싖ㅅ,0
1253,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ네이버 평점도 믿을수있데 ㅋㅋㅋ,0
1254,브랫 래트너도 이젠 피해야 할이름이된듯....시청자수준을 초딩으로보는 연출....그저 돈만벌어보려는 꼼수의 졸작...,0
1255,최고!~,1
1256,KBS사랑과전쟁만도못한작품-_-한숨~~,0
1257,빨갱이새낀 더이상 naver,0
1258,머냐 이 쓰레기 영화는..대한민국여자들이보면 큰일날영화임!안그래도 머리가 비어가는 대한민국 여자들인데!,0
1259,오즈의 영역을 넘어 마술의 경지에 이르는 허우.,1
1260,"0점은 왜 안되지?ㅋㅋ 기억에 남는 졸작 중의 졸작, B급 보다 못한 저질 코미디",0
1261,울트라막장 이거도대체누가보는겨,0
1262,ㄷㄷ.. 이런 신선한 아이디어로 이런 영화를 만들다니.. 우리나라 막장 드라마보다가 미국 막장 영화를 보니 그냥 실소만 나올뿐....ㅎㅎㅎ...ㅎ..,0
1263,김에림.....전나짜증난다왜나오는대!!!!드라마잘되고잇는대~갑자기나와갓고,0
1264,잼따 ㅎㅎ신선하고 특이하게 웃기다 ㅎㅎㅎ,1
1265,좋았습니다아^^좋아요,1
1266,생각해보면 머리 풀은 귀신이 왜 나와야했는지 의심가는 영화,0
1267,보면 볼수록 또다른 무언가를 읽어내게 되는 영화....,1
1268,영화를만든거냐 똥을만든거냐,0
1269,재미있는데. 몇몇 사람들이야 말로 다른 배트맨시리즈로 이 영화에 이상한기대를 하고 있는거 같다. B급유머와 베트크레딧카드 ㅋ배트맨시리즈 중 이렇게 유쾌한 시원한 내용을 담은 영화가 또 있을까. 진짜 무슨 개똥철학에 대한 이상한 기대만 아니면 재밌는영화,1
1270,눈물이 나오네요. 얼이즈 웰,1
1271,''////헐////////////////////,0
1272,내가 너무 좋아라 하는 공포영화^^,1
1273,보면서 거부감만 든 영화; 남는게 없어,0
1274,"70, 80대 할아버지들에게 용기와 희망을 준다는 의미에선 긍정적인 부분도 있지만 헛된 망상을 심어 줄 수 있는 위험도 내포하고 있다고 본다. 요즘 사회적 문제가 될 정도로 심심찮게 일어나고 있는 할아버지뻘 되는 사람들의 성범죄들...현실은 달라...",0
1275,네,1
1276,강호동의 가식적이고 오바스럽고 소리만지르는 진행과 맨날 세네살 아기들 노래나 기타 쥐어서 티비에 내보내는데 할거없으면 방송하지마라 제발 애들이용해먹는거 눈에 가실정도로 볼때마다 눈이 찌푸려진다,0
1277,마카로니 웨스턴의 선두주자. 에리오 모리꼬네의 음악 역시 이 영화를 돋보이게 한다,1
1278,초등3학년때 우연히 tv에서본...그 짠한여운은 30년이지난 지금까지 생생하다 절제된연출로 잔잔하지만 그강한임팩트란!!! 정말이지 환타스틱한 음악과엔딩씬 .....,1
1279,제가 도라에몽을 좋아해서요 또보고싶더라요,1
1280,최악.ㅋㅋ,0
1281,"내가 몰랐던세계, 그세계를 봉만대는 노골적으로끄집어낸다. 재밌네",1
1282,진짜 짱이야!,1
1283,완죤허접...,0
1284,신선함과 흥미떨어지는스토리 캐스팅이 신기할따름,0
1285,볼만하넹..내용도 색다르고....,1
1286,최악이당 이걸왜만든건지..,0
1287,내가 너무 기대를 많이 했나봄.ㅠ 1편처럼 외계인이 등장할줄 알았는데... 완전 아님. 정말 지루함.,0
1288,내가 영화보고 쌍욕나온건 처음이다.똥폼만졸라잡고 쓰레기같은연출.. 카악~,0
1289,잼있네영 아이들이 좋아할만한 영화네요.,1
1290,재미만 아닌 아이들 감성에 맞춘 서정적인 영화!! 이런영화가 많아져야 한다~~~울딸은 넘 만족^^,1
1291,범수횽아나와서 그런거 아니다..! 볼만했음,0
1292,무조건 자극적인 소재 택하면 그게 영화가 되고 예술 되는줄아냐...신부님은 아무나 하는거 아니다 니네 생각처럼 여자에 쉽게 유혹되고 음탕한짓에 쉽게 유혹되는 줄아냐...이딴 쓰레기 영화 만들고 예술이라 자위하지마라,0
1293,"이거 누가 별점테러 한거죠? 못해도 8점은 되야하는 영화인데...스토리도 재밌고, 배우들 연기도 멋지고, 캐릭터도 하나하나 마음이 갔어요 (개인적으로는 결말도 좋았다고 생각함)",1
1294,믿고 보는 코엔형제의 작품. 타란티노의 영화와 비슷하면서도 좀 더 고상한 매력이 있달까,1
1295,재밌게봤어요 코믹하고액션까지 후회없는영화임!!,1
1296,역시 남자는 익스펜더블.,1
1297,"꽃으로도 때리지 말라, 지도밖으로 행군하라 읽은뒤 감동배가~",1
1298,잊을 수 없는 나의 첫 미드,1
1299,"캐릭터, 배경, 노래.. 모두 너무 좋은데.. 타 디즈니 영화보다 평이 너무 낮네요 ㅜㅜ디즈니 클래식 애니는 대부분 정말 명작이예요! 수OO의 시간을 뛰어넘는 감각! 다 최소한 3번 이상은 본 듯 ^^",1
1300,"안무서워!! 귀신이 애기라 그런건지,,, 그냥 깜놀하기만할뿐이야",0
1301,재밌음 생각없이 재밌게 볼 수 있음,1
1302,만들면서 되게 귀찮았나봐?,0
1303,말로 설명하기 힘든영화,1
1304,"주인공, 감독 , 위에 영어로표기된 영화이름 , 액션씬 어느면도 13구역이아니다",0
1305,똥파리,1
1306,한 생명의 탄생의 소중함을 생소한 방식으로 전달하고자 노력은 했으나...,0
1307,"이렇게 연기력이 필요한 영화에,고소영이라니...캐스팅이 쩔어...감독이 자선사업가?",0
1308,항상 볼때마다 느끼는데 갑과을이나썸앤쌈이나 다 때리는거 너무 심하게 과격하게때리시는듯. 애들도 마니보는데 좀 조절해주셨으면해요 아무리 잼있고 호흥이 좋아도 때리는 개그는이제 그만해도 될듯해서 남갑니다.,0
1309,내가 주인공이되어서 억울하게 느껴지는 영화다.기소하면 무조건 유제라니 썩은판사 썩은제판소,1
1310,진짜 영화좋아해서 봣던거30번도더넘게보는편인데... 이건뭐..정말시간낭비..내와인낭비..(영화보면서 와인마시는거좋아해서~^^) 일단 영상.그래픽티팍팍그리고 그 사각턱진여자 연기 ㅎㄷㄷ..내평생에이런영화는첨임~ 2012따라하고파안달인데 새발에피도안됨,0
1311,봐도그만 안봐도그만.. 나에게 큰 의미가 있는 영화는 아니었지만 같은 소재를 다루고도 억지눈물 쥐어짜는 다른 영화와는 크게 다른것같아 좋았다. 주인공보다는 그 아내의 연기력이 더 돋보였다.,0
1312,허걱 드라마.,0
1313,소유진 넘짱나~~ 드라마넘넘질질끈다~ 소유진좀그만 좀~~나오게~~부탁!! 인제딸인거밝히고 소유진좀나오지마!!!,0
1314,자넷에게 님 넘 예쁨! 이렇게 말해주고 싶었음. ㅋ 영화 속 의상들도 예쁨,1
1315,존쓰레기영화 반전도 쓰레기,0
1316,프로방스의 매력과 와인 그리고 사랑. 너무나 러블리한 영호ㅏ!,1
1317,종훈이 좋겠네 지 만들고 싶은데로 영화 쓰레기로 만들어도 되고..무슨 변태욕인지 모르겠는데 마지막 종훈이꼬마로 만족하셨어요?,0
1318,이영화 진짜 더럽게 꼬였다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1319,30년 평생 수많은 영화를 봤지만 눈물 흘린건 처음..마지막 부분 ㅜㅜ,1
1320,이게 컨져링보다 무섭다하는 알바년들 진짜 반성해라...,0
1321,굿!!!!!!!!!!,1
1322,아 잼이따 ㅋㅋㅋ 억지로 웃기는게 아니라 절로 웃음이... ^^,1
1323,첩혈쌍웅과는 또 다른 스토리...잘 만들었다...볼만하네요...^^;;,1
1324,엉성한 전개...어설픈 카메라...얼큰이 주인공...,0
1325,"크리스찬 두가이, 존 카펜터 감독처럼 될 수도 있었을 텐데...",0
1326,아 오랜만에 봤는데 너무 감동적이어서 자꾸 눈물이 ㅜㅜ 아이가 너무 연기를 잘해서 슬퍼요 ㅠㅜ,1
1327,좀어수선하지만 맘이따뜻해지는영화 보길잘한영화네요~,1
1328,재미는 있었는데 일본70년대 수준의 특수효과가 안습..,0
1329,너무감동입니다....신념..의지...그리고 사람에대한 믿음...너희들 인생에 지나온 수많은 인생의 무게보다 역기는 무겁지않을거란.........동메달은땄다고 인생까지 동메달은 아니라는.....너무 잘봤습니다..이런선생님이 되고싶습니다..,1
1330,좋아요,1
1331,우리고 우려도 계속 나오니 그저 신기할 따름.,0
1332,내가 진짜 영화보고 시간낭비했다 생각해보는것도처음이네.... 이걸 영화라고 찍은거니?,0
1333,나쁘지 않으나 개인적으로는 지루했다는.,0
1334,솔직히 tv 전기세는 아까웠다!!,0
1335,너무나 달달한 영화...,1
1336,잔잔하고 현실적이고... 연기도 너무 잘하고..,1
1337,성유리의 연기가 날로 발전하는구나~,1
1338,잔잔하고 따뜻한 영화. 재밌다♥,1
1339,정신없고 산만하다. 지루한 대학생 탐정놀이.,0
1340,영화가 과학적으로 설명을 해주고 기술에 대해서 말해주는것에 초점을 맞추기보다 그 기술을 이용하려는 목적을 말하려 해주는 영화라고 보고 제작년도를 보면 정말 가치있는 영화라고 봅니다,1
1341,미주리호 미사일 탈취하는 테러리스트와 요리사(네이비실/물개)시걸형님의 한탕승부,1
1342,평점 높게 준 사람들 분명 7광구는 희대의역작이라 평가했을거다..-_-ㅋ,0
1343,king6788 윤미조 = 장민경 같은 인물임 ㅇㅋ?,1
1344,벤스틸러에게만 점수주고싶다.,0
1345,시간대가..음...,0
1346,별기대없이 중간에 보다가 한순간도 눈을 못뗀 매력적인 영화,1
1347,본 이후의 여운이 큰 영화 독일영화는 역시 좋다!,1
1348,평이 나쁠정도는 아니다,1
1349,12세관람가에 이 정도면 수작이지..,1
1350,"수준 낮은 작위, 한국 영화의 현재",0
1351,주말에 돈주고 구입 3일간 3번이상 본 영화 그정도로 질리지않고 가슴뛰게 하는영화,1
1352,평점 상승 위워회에서 나왔습ㄴ다.,1
1353,아이거 너무재밌어요ㅠㅠㅠ 진짜 제인생 최고의 드라마 에요 시즌3까지나왔으면 좋겠어요ㅠㅠ,1
1354,재미 완젼 없음,0
1355,세가지의 미친세상은... 전혀 볼만하지 않음...,0
1356,중국영화 중도하차는 처음이다ㅋㅋ,0
1357,참....과거에 했던 후회들을 많이 생각하게 하는 영화다 오늘을 열심히 살아야 겠다,1
1358,일본 니들 스스로 떳떳하다면 그리 필사적으로 기자들을 저지하지 않았겠지 추악하고 잔인한것들 니들은 악마다.. 니들도 똑같이 어미랑 새끼랑 그물에 따로 갈려서 발버둥치다가 작살로 찔려죽어라... 진짜 잔인것들,1
1359,유쾌하게 잘봤습니다.,1
1360,흐지부지 허무하다,0
1361,저는케르디오를갖고싶은데갖지못해서메로엣타를가질겁니다.,1
1362,김조광수의 뚝심도 높이 사지만....영화도 잘 만든 듯....,1
1363,오랜만에 가족들과 재미있게 본 영화라 더 감동적이었어요,1
1364,지금까지 평한영화중에 가장 최저점수 영화일 듯.90년대 영화 문제는 아니다. 옛날 영화는 더 이 전 영화도 많이 봤지만. 연출은 개성이라 쳐줘도 구성부터가 너무 어설프다.2편도 본다면 생각이 잘못 됐다는걸 느낄 수도 있지만..볼 마음도 안생긴다.최악,0
1365,"영화내용은 사실별거 없지만 보고나면 생각을 많이하게 되는 영화임. 재미있기도 하고, 결론은 무엇이냐 하면 빨갱이들이 아무것도 모르는 사람들 선동해서 비참한 결과를 낳게 한다는 내용임. 복수심에 불타는 이북출신들도 나오는데 다 역사적인 사실임.",1
1366,재밌던데 왜갈궈진짜,1
1367,영화 내내 난 웃었다.,1
1368,그럴듯하게 뭔가를 담아내려하지만 전혀 와닿지 않는 영화....뭐지?,0
1369,베스트 드라마 정말 최고에요~~ 다시 보고싶어요~,1
1370,여기는 평점란이지 스포란이 아닙니다 여러분...ㅡㅡ(,1
1371,라스에 박학기씨가와서 생각나서 한번복습해습니다 정말최고의드라마와ost 적도의남자는 개인적으로 마왕이랑은 비교도 안될만큼 재미없엇습니다,1
1372,뭔 영화였죠???ㅋㅋㅋ,0
1373,좋은듯...짱!,1
1374,ㅋㅋㅋㅋ기대하고갓는데 아역배우목소리 애니메이션 같아서 전혀 집중이 안되고 진부한스토리에 억지감동 끌려고 비지엠만 주구장창 틀어놧네요 되게 사소한거에도 잘울고 슬퍼하는데 오늘은 영 하품만 하다나옴 그리고 송혜교볼때마다 저 얼굴뒤에 탈세한 그얼굴이보엿음,0
1375,흡입력있는영화임은분명하네요,1
1376,전개가 어색해서 동화되기 힘들었어요.,0
1377,"연기의신..? 뭔소리야.ㅡㅡ 아무리 킬링타임용으로 보는거라지만 그래도 배우가 연기는 해줘야지.. 진짜 괴물은 이병헌이다.. 교통사고에, 바위에 얻어맞고, 창에 찔리고, 그래도 안죽는다.",0
1378,평점조절위원회,0
1379,지금 보면 너무 엉성하다,0
1380,"이연걸과 원규만 만났다 하면 대박일세, 허허",1
1381,갈수록 지겨워졌음...,0
1382,별로,0
1383,잔잔하지만 잔잔함속에 먼가있는듯 없는듯~ 그게 이영화다 느낌있게봤당,1
1384,한국판 아메리칸 싸이코,1
1385,갱스터 인 파라다이스 korea,0
1386,와 이거 명작이다,1
1387,성공과 사랑을 쟁취하고픈 여자분들께 강추!!!더티댄싱과 함께 꼭 보는 영화!,1
1388,짱 웃기고 재미100배,1
1389,"사와지리 에리카에 5점, 영화는 -2점이다 뷁",0
1390,만화로 끝나야 했자ㅣ,0
1391,뭐지 이영화는 그냥 보고있었는데 두시간이 지났네? 그런영화입니다. 별것도없는데 어느새 엔딩 ..,1
1392,에코??? 개코 같은 영화다 진짜..,0
1393,잡힐듯 안잡힐듯 . 90년대영화가 다그런듯. 요즘 영화보다 스토리 좋다고? 스토리 그대로하고 영상만 다시찍어서 개봉하면 어떻게 될것같냐? . 말이되는소리를 해야지,0
1394,삼가 고인의 명복을 빕니다..,1
1395,참 이래저래 이해하기 난해한 영화~,0
1396,훌륭함,1
1397,원작 게임 자체가 그리 깊이 있는 스토리를 가지고 있지 않기 때문에 영화에서 이야기할 수 있는 내용이 많지 않은 건 어쩔수 없는 일이다. 이 영화는 신선함은 좀 떨어지지만 최소한 원작을 망치지는 않았으며 내용이 엉성하지도 않았다.,1
1398,복수극은 어느정도 현실성이 있어야 통쾌한데 이건 현실성은 개뿔. 여주가 더 잔인하다. 스토리도 별로고 억지복수다. 2편이 백만배 낫다,0
1399,락카페 주인이 주연이었으면 천만 관객 돌파했을듯,1
1400,웬만해서 평점 이리 안주는데 영화 진짜 어설프다는 느낌만 받았네요.,0
1401,김상경땜에 엄청 맘 졸이면서 봤는데~왜 평점이 7점대지..?,1
1402,국제적역학관계를 다루려고 노력한흔적은 보이나.. 줄거리가 엉망이다,0
1403,로그인하게만드네ㆍ액션cg는 솔직히진짜어색하고 말도안되게그려서 유치함ㆍ 마영전이계속생각나는것도사실임ㅋㅋ근데 나머지는다괜찮았음ㆍ9점^0^ 현시대 저런순수한사랑이 존재할수는있을까?하는생각이 마니드네요 오랜만에 가슴찡한영화보고가요,1
1404,"독을 먹인 시충, 살을 찢는듯 하다 .",0
1405,믿고 보는 신혜찡~ 하지만 봉태규 저건 좀 미스캐스팅인거 같다!,1
1406,작가가 이걸 볼진 모르겟지만 별점 1점도 아깝다 이렇게 형편없는 드라마가 있다니 ㅋㅋㅋㅋ 모든 상황이 예측가능한 드라마네 설마설마했는데 시청자들은 통쾌한 복수를 원하지 이렇게 찌질거리는거 즐기는사람없는데 무슨 세디스트도 아니고,0
1407,진짜 지루 와 돈날렸다-_-,0
1408,관람객이 달랑 3명? 알바라기보단 영화사 관계자일듯...,0
1409,"중간에 늘어지는 부분있긴 하지만, 내가 본 드라마 중 열손가락 안에 듬",1
1410,재미없는데 평점 무지 높네. 조윤희때문에 평점 많이 준다.,0
1411,별한개도주기아까움 런닝타임은 또 왜이렇게긴지꾹뀩참으면서봣다 내만원....,0
1412,괴짜스럽고 발칙한 재미가 있는 영화 오르페오 같은 친구가 있음 좋겠어,1
1413,곽지민 예쁘지만 유치하다,0
1414,걍 멍때리고 보게됬다..마지막 씬에서...와,1
1415,지루하고 답답하다. 무엇보다 미적지근하다. 여주인공 빼고는 볼만한게 없다.,0
1416,딱 어린이용 영화인데 어린이가 보기엔 거북스런 장면이 많이 나온다.성인이 보기에는 유치하고 지루하고 재미었다.,0
1417,...,1
1418,90년대 드라마도 아니고 넘 유치해요... 그래도 진실이나 이브의모든것 이런 드라마는 아슬아슬한 전개가 있었는데 이 드라마는 흥미진진한 것도 없고... 유치찬란 배우들도 몰입안되고...,0
1419,영화의 내용은 마음에 들었으나 케빈 코스트너의 뛰어난 연기 덕인지 멍청한 주연 때문에 보는 내내 답답하고 불편한 영화였다 영화보면서 진심으로 짜증이 난다고 느껴본적 있나?난 이 영화 보면서 그런걸 처음 느껴봤다 2점도 아까운 영화다,0
1420,정말 재미가 하나도 없다,0
1421,개인적으로 주성치영화중엔 이게제일 웃겼음 마지막엔 어마어마하게 유치한데 그게 주성치영화의 매력이니까 ^^ 젊은시절의 유덕화 주성치를 볼수있다는것도 너무좋음.. 아~세월이란..ㅜㅜ,1
1422,존트라볼타 형님 오랜만에 보네요 ㅋㅋ,1
1423,역시 한국영화 극장에서 보면안되,0
1424,"젖과 꿀이 흐르는 하나안은 한국이 아닌, 비루한 현실이 아닌, 마약에 의한 Lucy in the Sky with Diamonds였음을.",1
1425,별로,0
1426,분담의 아픔..인권도 상실ㅠㅠ,1
1427,전설이 시작된 의미깊은 영화,1
1428,지루해서 미치는줄..,0
1429,베네딕트 컴버배치는 목소리만으로 압도함!!,1
1430,영화를 찍은 건지... 그럴싸하게 포장된 광고를 찍은 건지... 트란 안 홍의 영화는 다시 보고 싶지 않다..,0
1431,재미있게봤어~ 어렸지만 사랑에 희생정신이 좋았어~~,1
1432,과연 이 영화를 볼 사람 얼마나 있을까?,0
1433,영화 내내 펼쳐지는 이쁘고 정교한 영상도 그간 봐 왔던 현학적인 수사와 '그래서 어쩌라고?' 식 갸우뚱한 결말때문에 찝집하고 더러운 기분만 남았다. 차라리 글로 쓰지 굳이 영화화 할 필요가 .. 중반까지는 그래도 혹시나 했더니 역시나 박찬욱...,0
1434,"아기자기한 소품집 같은 작품. 메모리즈에 비하면 컴퓨터3D효과의 괄목할 성장이 보이지만, 작품에 온전히 녹아들지는 못한 듯.. 그래도 다양한 단편을 한꺼번에 맛볼 수 있어서 좋았다.",1
1435,역시 미스터빈 최고. 세계 최강의 배우!!!,1
1436,소름돋았습니다...,1
1437,아주 재미있게 봤습니다.,1
1438,이거역시 보다가끔;;,0
1439,액션괴물들인 드웨인하고 리암을 캐스팅한 이유를 모르겠음,0
1440,봐도봐도 질리지않는 시리즈들!*_*,1
1441,재밌는데 평점이왜이리 낮은건지,1
1442,평점낮아서 안보려는분 꼭보세여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1443,다시 보아도 재밌다 또 다른 시리즈는 안나오나,1
1444,긴장감과 스릴 만점.... 최고임,1
1445,"특이한 영화 ,,여서명의 여배우한테 박수를 보내요 ~",1
1446,-13000점 마이너스는업냐..,0
1447,지루함,0
1448,나도 진짜... 영화값에 팝콘값까지 다시 돌려받고싶은 느낌이 들었다..이건아니다,0
1449,연출이 일본영화 답지 않게 오버액션이 많다 싶었더니 감독이 한국인...,0
1450,"수없이 패러디된 리프트 장면은 몇번을 봐도 최고, I`ve had the time of my life~~ 언제들어도 좋네. 재밌게 봤던 영화.",1
1451,Good,1
1452,한국판 반올림. 영화 자체는 별로이나 등장하는 배우들이 나중에 엄청난 대배우로 성장,0
1453,이런게 영화라는 생각이 듬니다 꼭보세요 정말 재미 있어여,1
1454,졸라 재미없구만 ㅡㅡ;; 무슨 OO 반전만 기대하고보는 영화도 아니고,0
1455,뭐 이런 그지같은 영화가 다있나. 불우이웃이나 도와라 ㅉ 영화접고,0
1456,TV에서 나올 때 한 번 봐볼까 하다가 10분만에 꺼버림....절레절레.,0
1457,"휴, 난감하네효",0
1458,웃기다길래해서 봤는데 웃기긴함ㅋㅋㅋㅋB급 코미디스럽긴해도~~,1
1459,아무리 내용없는 야한 영화라지만 이딴 발연기는 첨본다 ㅡㅡ;;;,0
1460,정말좋음*^_^*,1
1461,소소하지만 진짜 재미있는 영화,1
1462,찾기는 힘든 영화지만 한번 보면 마음에서 지울수 없는...,1
1463,지나치게 작위적인 스토리텔링. 감동을 느낄 수 없다.,0
1464,영화를 보는건지 시계를 보는건지 알수 없었던..100분;;,0
1465,제정신아닌 일본드라마 고교교사 리메이크작 대체 이런내용을 왜 리메이크했는지.,0
1466,취미 친구 가족 성장에 대하여,1
1467,수많은 뱀들처럼 영화자체가 어수선하다,0
1468,재밌어여,1
1469,이민기 & 여진구의 조합! 그리고 원작의 매력,1
1470,과거 시골의 순박함과 순수함을 느낄 수 있어 좋았다.,1
1471,혹시나 기대하고 봤는데 역시나 아니였다..평점도 아깝다,0
1472,뭔가 찝찝함만 남았다딴건 모르겠고 가장 안된 사람은 도디알파예드! 다이애나가 사랑하지도 않은 남자를 같이 죽음으로 몰고갔다는 느낌에 도디라는 사람 참 이용만 당하고 비참하게 죽은것 같아서..그사람이 뭔죄여ㅠㅠ 그것도 모르고 같이 재수없게 죽은거잖아,0
1473,전제군주국에서 인민공화국까지.. 그 파도 속에서 허우적대는 한 남자.,1
1474,연극을 보는듯.......배우들의 연기 연출력...두개이상은 못드리겠음,0
1475,하얀노파는 너무 오바였어.. 검은 소녀는 그래도 상대적으로 볼만..,0
1476,이분들 귀한하면 안됬었다.,0
1477,"영화가있기에 음악이 더욱빛난것이고음악이 있기에 영화가 더욱더 빛을내는거다,",1
1478,마지막회가 아쉬운거 빼고 너무 좋았어요 한글이 그렇게 만들어졌는지 전혀 몰랐다가 너무 신기하고 세종대왕님의 업적에 다시한번 놀라게 해준 드라마에요,1
1479,평점이 왜 이런지 굳이 확인했음..,0
1480,일단 감독이 좀 미친것같고. 짜증을 유발하는 영화는 참으로 오랜만.,0
1481,ㅅㅂ 이게 영화여뭐여 이거 다시 보라면 벽보고 2시간동안 손가락 빨겠다,0
1482,캐스팅이나 스케일이 엄청 큰 영화.표현력도 좋았고 다만 긴 상영시간이 단점.,1
1483,보는 내내 아기가 안쓰러웠음 얼마나 아기가 고생했을까 애 앞에서 소리지르고 욕하고 애 안고 달리는데 애 목꺽이는거보고 가슴이 조마조마 ㅠㅠ 이쁜 아기 눈망울이 넘 이뿐덴 ㅠㅠ 넘어린 아가가 고생했겠당,0
1484,이걸보고 서강준배우에게 너무 반했음...,1
1485,10개 던지면 1~2개는 얻어걸리는 웃음,0
1486,김두영 감독의 <클레멘타인>을 보고 충격먹고 은퇴한 타르. 그의 마지막은 초라했도다,0
1487,정말 괜찮은 영화!!!!,1
1488,뭔가 내용이 많이 빈다 싶어서 책이 원작인가 했더니 역시나 원작이 있었네요.. 그래도 나름 재밌게 보고 해서 평점 높이려고 10점,1
1489,별 긴장감 없음. 애슐리는 예뻤다.,0
1490,이쁘지도않은 여주인공이 러시아에 오는순간 영화는 똥망으로 치닫는다 시간이 아까운 영화,0
1491,"쓰리데이즈 작가님, 출연진, 제작진. 모두모두 감사합니다. 간만에, 여러가지 생각할 수 있는 괜찮은 드라마를 봅니다",1
1492,제가 좋아하는 스탈의 영화네요 잼있슴,1
1493,쓰레기,0
1494,혹시나 해서 만든 졸작 속편 중 하나. 장르에 걸 맞는 재미는 전혀 없음. 그나마 1편보다도 재미없음,0
1495,내가 이걸 왜 봤는지 모르겠다. 사전에 검색좀 해보고 볼걸 아.. 짜증나,0
1496,.좋은영화네요 .여운이남는,1
1497,재미없어 1~2점 준것중 한국영화 9~10점주는 M창있네,0
1498,믿고보는 배우 스타뎀ㅋㅋ,1
1499,스티플러 좐니웃겨 배꼽빠진다,1
1500,이걸 재미없다고 하는 애들은 도대체 한국 조폭 쓰레기 영화만 골라 보나?? 이정도면 한국에선 2020년이 되도 못만듬,1
1501,시간 남아도는분..보시면좋을듯,0
1502,"한마디로 요약하자면, sucks",0
1503,쉽고 재밌다.,1
1504,저 별엔 미래가 없어...,1
1505,대박,1
1506,마지막의 억지 신파극만 아니면 볼만함,0
1507,소피마르소.세월도 그녀를 빗겨가네. 너무예뻐~,1
1508,괜찮음.. 군대 생각도 많이 남..,1
1509,정우성 김갑수의 연기력과 감동의 메시지가 재미나게 녹아있는 영화 별점 구점,1
1510,어른들에게도 교훈을 주는 영화입니다. 아이들에겐 더더욱 좋은 영화라는 생각이 들어요 쓰레기 버리지말아야겠다고 하더라구요,1
1511,하도 알바라 하길래 남김. 영화제때 gv로 봤고 한국 공포 영화 중에서 이정도면 훌륭한게 아닌가...? 끝마무리가 좀 산으로 가지만 그래도 1점을 줄 영환 아니지..,1
1512,엄청 재미있게 봤는데 평점이 그에비해 저조한거 같아 조금 더 드림,1
1513,기분이 좋아지는 영화.,1
1514,청승.오글.유치 휴~~~ 왜 앉아서 백허그 도자기 빚지? ㅋ,0
1515,전너무재밌게봐어여정재일씨김석훈씨에게이런면이있을줄은몰랐네여좋은발견이었어여,1
1516,아름다운 스릴러.. 새먼이 마지막에 아직은 아니라며 마지막으로 해야했던 일이 나의 예상을 빗나갈때 많은 생각을 하게해주었다,1
1517,참신한 관점10자라고,1
1518,틈새시장 개발에 실패한 드라마,0
1519,이다인 연가좀 고쳐라;;ㄷㄷ,0
1520,액스맨?ㅎㅎ 이런~2편을 예고하시네,0
